id,foreigner,x,y,crs
1810,0,4363500,3151500,4326
1811,0,4385500,2805500,4326
1812,0,4553500,2826500,4326
1813,0,4419500,2789500,4326
1814,0,4381500,3217500,4326
1815,1,4154500,3358500,4326
1816,1,4147500,3156500,4326
1817,0,4214500,2921500,4326
1818,0,4158500,3207500,4326
1819,0,4511500,3075500,4326
1820,1,4537500,3273500,4326
1821,0,4226500,3399500,4326
1822,0,4537500,3224500,4326
1823,0,4353500,3468500,4326
1824,0,4086500,2915500,4326
1825,0,4219500,2806500,4326
1826,0,4267500,2985500,4326
1827,0,4294500,3476500,4326
1828,0,4539500,3086500,4326
1829,0,4462500,3241500,4326
1830,0,4438500,2865500,4326
1831,0,4499500,3119500,4326
1832,1,4192500,2866500,4326
1833,0,4474500,2740500,4326
1834,0,4399500,2925500,4326
1835,0,4301500,3234500,4326
1836,1,4246500,3329500,4326
1837,0,4250500,2992500,4326
1838,0,4168500,2840500,4326
1839,1,4340500,3129500,4326
1840,0,4194500,3285500,4326
1841,1,4242500,3329500,4326
1842,0,4486500,3139500,4326
1843,0,4095500,3165500,4326
1844,0,4068500,3010500,4326
1845,0,4352500,3397500,4326
1846,0,4393500,3074500,4326
1847,1,4102500,3160500,4326
1848,0,4291500,2973500,4326
1849,0,4431500,3221500,4326
1850,0,4424500,2852500,4326
1851,0,4137500,3160500,4326
1852,0,4148500,3222500,4326
1853,0,4080500,3112500,4326
1854,0,4452500,2836500,4326
1855,0,4551500,3258500,4326
1856,0,4337500,3463500,4326
1857,0,4158500,3011500,4326
1858,0,4552500,3279500,4326
1859,0,4564500,3421500,4326
1860,0,4460500,2867500,4326
1861,1,4112500,3165500,4326
1862,1,4392500,2928500,4326
1863,0,4330500,2774500,4326
1864,0,4297500,2853500,4326
1865,0,4072500,2957500,4326
1866,0,4444500,2763500,4326
1867,0,4286500,2958500,4326
1868,0,4243500,3331500,4326
1869,0,4514500,2761500,4326
1870,0,4081500,3115500,4326
1871,0,4095500,3126500,4326
1872,1,4306500,3251500,4326
1873,0,4268500,2873500,4326
1874,1,4305500,2888500,4326
1875,0,4336500,2955500,4326
1876,0,4322500,3220500,4326
1877,0,4333500,3378500,4326
1878,0,4585500,3125500,4326
1879,0,4239500,3334500,4326
1880,0,4064500,3186500,4326
1881,0,4055500,3079500,4326
1882,1,4207500,2988500,4326
1883,0,4345500,3239500,4326
1884,1,4312500,2791500,4326
1885,0,4166500,3041500,4326
1886,0,4201500,3242500,4326
1887,0,4467500,3170500,4326
1888,0,4470500,2929500,4326
1889,1,4110500,3096500,4326
1890,0,4331500,3416500,4326
1891,0,4396500,3073500,4326
1892,0,4084500,3009500,4326
1893,0,4522500,2820500,4326
1894,0,4511500,2792500,4326
1895,0,4201500,2974500,4326
1896,1,4501500,3083500,4326
1897,0,4195500,2925500,4326
1898,1,4462500,2759500,4326
1899,0,4557500,3239500,4326
1900,1,4307500,3095500,4326
1901,0,4461500,3303500,4326
1902,1,4428500,2823500,4326
1903,0,4198500,3223500,4326
1904,0,4398500,2928500,4326
1905,0,4111500,3152500,4326
1906,0,4299500,3248500,4326
1907,0,4250500,2734500,4326
1908,0,4230500,2781500,4326
1909,0,4583500,3258500,4326
1910,0,4343500,2876500,4326
1911,0,4258500,3233500,4326
1912,0,4446500,3230500,4326
1913,0,4534500,3092500,4326
1914,0,4117500,3052500,4326
1915,0,4340500,2814500,4326
1916,0,4552500,3086500,4326
1917,0,4183500,2956500,4326
1918,0,4289500,2741500,4326
1919,1,4320500,3378500,4326
1920,0,4240500,3236500,4326
1921,0,4120500,3068500,4326
1922,0,4255500,2847500,4326
1923,0,4528500,3048500,4326
1924,1,4211500,2930500,4326
1925,0,4226500,2890500,4326
1926,1,4094500,3065500,4326
1927,0,4194500,3245500,4326
1928,1,4546500,3281500,4326
1929,0,4535500,3317500,4326
1930,0,4210500,3277500,4326
1931,0,4277500,2863500,4326
1932,0,4263500,2902500,4326
1933,0,4522500,2822500,4326
1934,0,4047500,3079500,4326
1935,0,4469500,3254500,4326
1936,0,4415500,3268500,4326
1937,1,4320500,2899500,4326
1938,0,4251500,2975500,4326
1939,0,4471500,2869500,4326
1940,0,4205500,2891500,4326
1941,0,4321500,3138500,4326
1942,0,4388500,2805500,4326
1943,1,4415500,3084500,4326
1944,0,4191500,2993500,4326
1945,0,4291500,3486500,4326
1946,1,4249500,2979500,4326
1947,0,4188500,2940500,4326
1948,1,4087500,2915500,4326
1949,0,4230500,2782500,4326
1950,1,4291500,2737500,4326
1951,0,4557500,2867500,4326
1952,0,4320500,2810500,4326
1953,0,4482500,3144500,4326
1954,0,4580500,3110500,4326
1955,0,4270500,3318500,4326
1956,1,4529500,3087500,4326
1957,0,4318500,2958500,4326
1958,0,4167500,3178500,4326
1959,0,4120500,3261500,4326
1960,0,4130500,3123500,4326
1961,0,4310500,3391500,4326
1962,0,4454500,3154500,4326
1963,0,4438500,2739500,4326
1964,0,4385500,2977500,4326
1965,0,4555500,2811500,4326
1966,1,4155500,2751500,4326
1967,0,4153500,2751500,4326
1968,0,4290500,3494500,4326
1969,1,4520500,2816500,4326
1970,0,4555500,3276500,4326
1971,0,4279500,3252500,4326
1972,0,4413500,2785500,4326
1973,0,4221500,2947500,4326
1974,0,4266500,2833500,4326
1975,0,4413500,3392500,4326
1976,0,4149500,2758500,4326
1977,0,4470500,2845500,4326
1978,0,4259500,2974500,4326
1979,1,4127500,3154500,4326
1980,0,4300500,3348500,4326
1981,0,4140500,3391500,4326
1982,0,4277500,3221500,4326
1983,0,4478500,3343500,4326
1984,0,4202500,3259500,4326
1985,0,4195500,2780500,4326
1986,1,4194500,3338500,4326
1987,0,4061500,3155500,4326
1988,0,4602500,3115500,4326
1989,0,4103500,3112500,4326
1990,0,4239500,3319500,4326
1991,0,4458500,2756500,4326
1992,1,4116500,3074500,4326
1993,0,4560500,3278500,4326
1994,0,4517500,3055500,4326
1995,1,4457500,3023500,4326
1996,0,4634500,3163500,4326
1997,0,4454500,3203500,4326
1998,0,4287500,2854500,4326
1999,0,4382500,3219500,4326
2000,1,4263500,2840500,4326
